file,label
/tmp/tmp51qvrdow/image/frog/00052-1285649150.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00112-587313177.png,frog
/tmp/tmp51qvrdow/image/frog/00028-1285649126.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00027-1285649125.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00008-2014008095.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00004-2014008091.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00111-587313176.png,frog
/tmp/tmp51qvrdow/image/frog/00051-2014008138.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00071-587313136.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00022-2014008109.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00096-587313161.png,frog
/tmp/tmp51qvrdow/image/frog/00042-2014008129.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00118-587313183.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00068-587313133.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00042-587313107.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00009-587313074.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00081-2014008168.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00091-2014008178.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00053-2014008140.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00010-1285649108.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00073-587313138.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00016-587313081.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00005-587313070.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00075-587313140.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00018-2014008105.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00087-2014008174.png,frog
/tmp/tmp51qvrdow/image/frog/00076-1285649174.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00018-1285649116.png,frog
/tmp/tmp51qvrdow/image/frog/00001-2014008088.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00077-2014008164.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00032-2014008119.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00070-587313135.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00015-587313080.png,frog
/tmp/tmp51qvrdow/image/frog/00014-1285649112.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00072-2014008159.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00039-2014008126.png,frog
/tmp/tmp51qvrdow/image/frog/00074-587313139.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00103-587313168.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00099-587313164.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00049-587313114.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00055-2014008142.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00030-2014008117.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00094-587313159.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00039-587313104.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00063-1285649161.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00009-2014008096.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00019-1285649117.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00014-587313079.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00088-587313153.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00025-1285649123.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00013-1285649111.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00034-2014008121.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00061-587313126.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00052-587313117.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00078-1285649176.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00062-1285649160.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00098-587313163.png,frog
/tmp/tmp51qvrdow/image/frog/00006-1285649104.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00064-587313129.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00003-1285649101.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00034-1285649132.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00062-2014008149.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00015-1285649113.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00070-2014008157.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00042-1285649140.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00054-2014008141.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00084-2014008171.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00038-1285649136.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00069-1285649167.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00031-2014008118.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00021-587313086.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00037-2014008124.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00000-2014008087.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00025-587313090.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00041-1285649139.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00094-1285649192.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00039-1285649137.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00022-1285649120.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00016-2014008103.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00017-1285649115.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00034-587313099.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00072-1285649170.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00107-587313172.png,frog
/tmp/tmp51qvrdow/image/frog/00090-587313155.png,frog
/tmp/tmp51qvrdow/image/frog/00055-587313120.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00067-2014008154.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00059-2014008146.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00081-587313146.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00036-2014008123.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00048-587313113.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00023-587313088.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00037-1285649135.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00055-1285649153.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00049-2014008136.png,frog
/tmp/tmp51qvrdow/image/frog/00040-1285649138.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00040-587313105.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00073-2014008160.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00090-1285649188.png,frog
/tmp/tmp51qvrdow/image/frog/00050-587313115.png,frog
/tmp/tmp51qvrdow/image/frog/00108-587313173.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00043-1285649141.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00044-587313109.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00100-587313165.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00077-1285649175.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00052-2014008139.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00080-2014008167.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00031-587313096.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00017-2014008104.png,frog
/tmp/tmp51qvrdow/image/frog/00073-1285649171.png,Small frogs
/tmp/tmp51qvrdow/image/frog/00046-2014008133.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00045-2014008132.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00054-1285649152.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00062-587313127.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00079-2014008166.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00068-1285649166.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00065-1285649163.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00037-587313102.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00092-2014008179.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00104-587313169.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00106-587313171.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00075-2014008162.png,frog
/tmp/tmp51qvrdow/image/frog/00086-587313151.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00083-1285649181.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00068-2014008155.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00119-587313184.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00043-587313108.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00088-2014008175.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00045-1285649143.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00089-1285649187.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00010-587313075.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00059-1285649157.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00027-2014008114.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00067-1285649165.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00053-1285649151.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00021-2014008108.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00061-1285649159.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00050-2014008137.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00008-587313073.png,Animal frog
/tmp/tmp51qvrdow/image/frog/00095-2014008182.png,frog
/tmp/tmp51qvrdow/image/frog/00109-587313174.png,Animal frog
