category,fraction,average_dot_product,variance,second_best_category
frog,0.020031995548445435,0.30103463,5.2399104e-05,Large frog
Large frog,0.0013215552618766084,0.29946414,0.00010110203,frog
Small frog,0.0002782221603950755,0.3086775,0.000110924244,frog
frogs,6.955554009876887e-05,0.30867374,0.0,Large frogs
camels,0.006538220769284273,0.3075616,4.5228513e-05,camel
Large camel,0.0013911108019753773,0.3083715,8.966327e-05,camel
Small camel,0.0038255547054322878,0.3058967,5.7532572e-05,camel
Large camels,0.000556444320790151,0.31428072,0.00011331588,camels
camel,0.0028517771440495234,0.30628356,3.0994415e-05,camels
Large falcon,0.014397996800445156,0.3051958,3.5308985e-05,falcon
falcon,0.0017388885024692217,0.30302253,1.9035338e-05,Large falcon
Large eagle,0.010781108715309174,0.30322984,5.2808948e-05,eagle
Large hawk,0.005077554427210127,0.30465907,2.6121532e-05,Small hawk
eagle,0.006677331849481811,0.2996497,3.7521124e-05,Large eagle
Small hawk,0.004868887806913821,0.30453864,3.849438e-05,Large hawk
Large hawks,0.0003477777004938443,0.29707503,4.864335e-05,Large hawk
Large falcons,6.955554009876887e-05,0.2954619,0.0,Large falcon
Small falcon,0.0002782221603950755,0.30137977,4.3660402e-05,Large falcon
fox,0.004103776865827363,0.31114116,2.2039576e-05,Large fox
Small fox,0.008137998191555957,0.30928043,0.00014182033,Large fox
Large fox,0.0034082214648396745,0.30909002,9.575669e-05,Small fox
Large spider,0.012589552757877164,0.29715738,4.590282e-05,Large spiders
porcupines,6.955554009876887e-05,0.2776535,0.0,porcupine
spider,0.001043333101481533,0.29896298,0.00012457371,Large spider
spiders,0.00013911108019753774,0.2787396,1.5869737e-06,spider
Small spider,0.0006259998608889199,0.2951513,4.1133826e-05,Large spider
Large spiders,6.955554009876887e-05,0.3030318,0.0,Large spider
porcupine,0.0004868887806913821,0.2608634,0.00015059965,porcupines
crocodile,0.005077554427210127,0.30831861,4.663206e-05,Large crocodile
Large crocodile,0.006399109689086736,0.31176522,5.020266e-05,crocodile
Large crocodiles,0.0027822216039507545,0.3138843,8.384585e-05,Large crocodile
Large iguana,0.018919106906865133,0.31361368,9.427351e-05,iguana
crocodiles,6.955554009876887e-05,0.30750597,0.0,Large crocodiles
Large chimpanzee,0.013980663559852542,0.31510007,5.4326225e-05,Small chimpanzee
Small chimpanzee,0.0018084440425679906,0.3165568,3.228738e-05,Large chimpanzee
Large crab,0.008555331432148571,0.3138268,8.325654e-05,crab
